Canal,Departamento,AFILIADOS,BUSCA PPC,COMPARADORES,Mês/Ano,CAT
1P,TELEFONIA,-0.004998496301506563,-0.0108448853690795,-0.0029338078059545666,1/2020,-0.01877718947654063
1P,ELETRODOMÉSTICOS,-0.004225129275168088,-0.014732560155812511,-0.004473698149626395,1/2020,-0.023431387580606994
1P,ELETRÔNICOS,-0.006406097195747955,-0.016894368527861074,-0.0054689534471026435,1/2020,-0.02876941917071167
1P,PCS,-0.0034513689168710546,-0.010866198925511177,-0.005582358660059144,1/2020,-0.019899926502441375
1P,CLIMATIZAÇÃO,-0.0027707595880421074,-0.00662433721187619,-0.0028921687385385212,1/2020,-0.012287265538456818
1P,ELETROPORTÁTEIS,-0.003693000477531477,-0.01546396200224852,-0.002473371781898784,1/2020,-0.02163033426167878
1P,INFORMÁTICA E ACESSÓRIOS,-0.004803758732780948,-0.018366521059007004,-0.006336453154949245,1/2020,-0.029506732946737196
1P,UTILIDADES DOMÉSTICAS,-0.0051350897677340185,-0.01627454041488295,-0.0014213424848361998,1/2020,-0.022830972667453167
1P,AUTOMOTIVO,-0.0009689756572297658,-0.007296734644504876,0.0,1/2020,-0.008265710301734642
1P,CONSOLES & GAMES,-0.006597837305770881,-0.016129605153246844,-0.001520372769356551,1/2020,-0.024247815228374277
1P,ESPORTE & LAZER,-0.002413483382879705,-0.013372156040718768,-0.0013281417880936035,1/2020,-0.017113781211692075
1P,PC GAMER,-0.007047959737329496,-0.023216277102093917,-0.002780380097758409,1/2020,-0.033044616937181824
1P,BELEZA & PERFUMARIA,-0.0002594980602347384,-5.396439881150167e-05,0.0,1/2020,-0.00031346245904624007
1P,MÓVEIS,-0.0037272160521321885,-0.009632370749572615,-0.00016145992685933763,1/2020,-0.013521046728564141
1P,INSTRUMENTOS MUSICAIS,0.007263986836584923,0.0,0.0,1/2020,0.007263986836584923
1P,TELEFONIA,-0.005044659633127323,-0.012111899885166219,-0.0031772253268044855,2/2020,-0.020333784845098027
1P,ELETRODOMÉSTICOS,-0.004991526346456957,-0.017479713160778503,-0.0066601876164193935,2/2020,-0.02913142712365485
1P,ELETRÔNICOS,-0.011277908974756832,-0.022600598670121586,-0.008072266349599896,2/2020,-0.041950773994478316
1P,PCS,-0.003583122935019312,-0.012184732943564985,-0.004269101179309286,2/2020,-0.020036957057893583
1P,CLIMATIZAÇÃO,-0.003011593929770324,-0.006883186689340606,-0.004292637935730752,2/2020,-0.014187418554841682
1P,ELETROPORTÁTEIS,-0.004264839481867056,-0.01727895708121982,-0.0035223495585732585,2/2020,-0.025066146121660134
1P,INFORMÁTICA E ACESSÓRIOS,-0.006592498210833013,-0.023976736359074078,-0.005246469479504206,2/2020,-0.0358157040494113
1P,UTILIDADES DOMÉSTICAS,-0.006067736167390651,-0.017869896558704423,-0.0021094359060494896,2/2020,-0.026047068632144562
1P,AUTOMOTIVO,-0.0012073570271788593,-0.030990798760599618,0.0,2/2020,-0.03219815578777848
1P,CONSOLES & GAMES,-0.008184784592581406,-0.020866881470363474,-0.003526568193902125,2/2020,-0.032578234256847007
1P,ESPORTE & LAZER,-0.0029035869020380563,-0.014874530514113164,-0.0014930774928796427,2/2020,-0.019271194909030863
1P,PC GAMER,-0.007993393312830709,-0.025571750587973112,-0.0046295204151466565,2/2020,-0.03819466431595048
1P,BELEZA & PERFUMARIA,-0.00022349770791996466,-9.30770933295218e-05,0.0,2/2020,-0.0003165748012494865
1P,MÓVEIS,-0.002559113771561384,-0.016569762846209476,-0.0002735141816850651,2/2020,-0.019402390799455924
1P,INSTRUMENTOS MUSICAIS,0.0,-0.004779003283373433,0.0,2/2020,-0.004779003283373433
1P,TELEFONIA,-0.0048583818669473925,-0.010595120328071679,-0.0005087097014075426,3/2020,-0.015962211896426614
1P,ELETRODOMÉSTICOS,-0.004637808701354612,-0.014949092164422386,-0.018601904597650352,3/2020,-0.038188805463427344
1P,ELETRÔNICOS,-0.00795430342129327,-0.02293809692367297,-0.001287130733224987,3/2020,-0.03217953107819123
1P,PCS,-0.0034670431417283963,-0.010421029239827925,-0.0005691522254154186,3/2020,-0.01445722460697174
1P,CLIMATIZAÇÃO,-0.0030933271052046084,-0.007901302348850295,-0.03292969800000001,3/2020,-0.04392432745405491
1P,ELETROPORTÁTEIS,-0.004690448020301113,-0.01707749867297727,-0.009398493582216264,3/2020,-0.031166440275494645
1P,INFORMÁTICA E ACESSÓRIOS,-0.005735607710655322,-0.020928658861160816,-0.04328241741335586,3/2020,-0.069946683985172
1P,UTILIDADES DOMÉSTICAS,-0.005852304449891146,-0.01510868902842756,-0.012920148888439623,3/2020,-0.033881142366758335
1P,AUTOMOTIVO,-0.0005282726723311846,-0.015598901346767195,-0.061923774000000015,3/2020,-0.0780509480190984
1P,CONSOLES & GAMES,-0.00826587855831052,-0.01958948487798203,-0.007806792281373357,3/2020,-0.03566215571766591
1P,ESPORTE & LAZER,-0.003282110787919243,-0.015618232529349864,-0.021825814268537615,3/2020,-0.04072615758580672
1P,PC GAMER,-0.007904195713713721,-0.02691639850071419,-0.0063422167871588836,3/2020,-0.041162811001586794
1P,BELEZA & PERFUMARIA,-4.3360907600495164e-05,-5.77940493513005e-05,-0.033676968,3/2020,-0.033778122956951796
1P,MÓVEIS,-0.0033805718250927114,-0.010396503123341576,-0.036666048,3/2020,-0.05044312294843429
1P,INSTRUMENTOS MUSICAIS,-0.01945105521317502,0.0,-0.039256584000000004,3/2020,-0.058707639213175025
1P,TELEFONIA,-0.0037783865176425242,-0.010947712730849497,-0.0033443655029485814,4/2020,-0.018070464751440602
1P,ELETRODOMÉSTICOS,-0.00513154915566049,-0.018018415269004526,-0.006472351509618889,4/2020,-0.029622315934283907
1P,ELETRÔNICOS,-0.007203233777359271,-0.018168566323179446,-0.006595320088872494,4/2020,-0.03196712018941121
1P,PCS,-0.004017028617318876,-0.01380987637230546,-0.002955280850372506,4/2020,-0.02078218583999684
1P,CLIMATIZAÇÃO,-0.002749257913036615,-0.012888485454011405,-0.0023781077722305924,4/2020,-0.018015851139278612
1P,ELETROPORTÁTEIS,-0.004568750162898422,-0.02610014317809776,-0.00461439949337322,4/2020,-0.03528329283436941
1P,INFORMÁTICA E ACESSÓRIOS,-0.0059370436230999565,-0.03693486960881408,-0.004762400988794229,4/2020,-0.04763431422070826
1P,UTILIDADES DOMÉSTICAS,-0.006184529393642225,-0.0226976520634747,0.0,4/2020,-0.028882181457116924
1P,AUTOMOTIVO,0.0,-0.06946232040000001,0.0,4/2020,-0.06946232040000001
1P,CONSOLES & GAMES,-0.006184869370587696,-0.02196999039206882,-0.0038312737549025164,4/2020,-0.03198613351755903
1P,ESPORTE & LAZER,-0.0031437352558201332,-0.03632445176012487,-0.0032279079513818677,4/2020,-0.042696094967326875
1P,PC GAMER,-0.007789639636832708,-0.04341602159058765,-0.006499349593464879,4/2020,-0.057705010820885236
1P,BELEZA & PERFUMARIA,-0.0001334625708664817,0.0,0.0,4/2020,-0.0001334625708664817
1P,MÓVEIS,-0.004848921035449136,-0.025513500577937,-0.00026080382984077893,4/2020,-0.030623225443226914
1P,INSTRUMENTOS MUSICAIS,0.0,-0.0440356464,0.0,4/2020,-0.0440356464
1P,TELEFONIA,-0.003459537600397704,-0.008607236045879065,-0.003695475894538122,5/2020,-0.015762249540814892
1P,ELETRODOMÉSTICOS,-0.005040402910268266,-0.021581971679307373,-0.003888142795189326,5/2020,-0.030510517384764964
1P,ELETRÔNICOS,-0.007499832708816945,-0.022064931758011115,-0.00789573210771977,5/2020,-0.03746049657454783
1P,PCS,-0.003966033996172467,-0.015302391687331118,-0.004158138918797268,5/2020,-0.023426564602300852
1P,CLIMATIZAÇÃO,-0.0024346912595886124,-0.023269112326114248,-0.0006840232100080656,5/2020,-0.026387826795710927
1P,ELETROPORTÁTEIS,-0.004346156588667183,-0.026429576256063847,-0.001867995831634816,5/2020,-0.03264372867636584
1P,INFORMÁTICA E ACESSÓRIOS,-0.006485126881752773,-0.031032583602513635,-0.005002118028601829,5/2020,-0.04251982851286824
1P,UTILIDADES DOMÉSTICAS,-0.009040822153991619,-0.03200486532164538,-0.00464224535013982,5/2020,-0.04568793282577682
1P,AUTOMOTIVO,-0.00321537696109856,-0.08820719898404981,-0.004924970869790539,5/2020,-0.0963475468149389
1P,CONSOLES & GAMES,-0.007367818612368398,-0.03455769840123798,-0.003984833271226531,5/2020,-0.04591035028483291
1P,ESPORTE & LAZER,-0.003934596439722882,-0.018922995420463926,-0.0007056273900018183,5/2020,-0.023563219250188627
1P,PC GAMER,-0.008837872826222802,-0.03763642104048834,-0.0060832838710750455,5/2020,-0.05255757773778619
1P,BELEZA & PERFUMARIA,-8.740607923438279e-05,0.0,-0.00039275427915460355,5/2020,-0.00048016035838898633
1P,MÓVEIS,-0.004504629459441682,-0.026374592602950463,-0.00307071420010991,5/2020,-0.033949936262502055
1P,INSTRUMENTOS MUSICAIS,0.029342747923535917,1.7634718460621606,0.0,5/2020,1.7928145939856965
1P,TELEFONIA,-0.004147343947289045,-0.009365584720352954,-0.003166976817744218,6/2020,-0.01667990548538622
1P,ELETRODOMÉSTICOS,-0.004766887466149625,-0.016678532068375912,-0.007716124153368479,6/2020,-0.029161543687894014
1P,ELETRÔNICOS,-0.007640662351244727,-0.022286487891507317,-0.008184704848989132,6/2020,-0.03811185509174118
1P,PCS,-0.0039932712022370176,-0.013033092760573673,-0.0027516048354993836,6/2020,-0.019777968798310074
1P,CLIMATIZAÇÃO,-0.0026466225685788953,-0.027812417507526777,-0.0021226455202806973,6/2020,-0.03258168559638637
1P,ELETROPORTÁTEIS,-0.004095669373232669,-0.028339330245473623,-0.00460677862326668,6/2020,-0.037041778241972974
1P,INFORMÁTICA E ACESSÓRIOS,-0.00672472869545809,-0.028423132621739934,-0.005345451609288648,6/2020,-0.04049331292648667
1P,UTILIDADES DOMÉSTICAS,-0.005533072496188141,-0.026799800943610983,-0.0027647294847353535,6/2020,-0.03509760292453448
1P,AUTOMOTIVO,-0.0067767913191070705,-0.1170150846287281,-0.0006093089440136989,6/2020,-0.12440118489184887
1P,CONSOLES & GAMES,-0.0069888580808261675,-0.03101900064437739,-0.0038806313998311966,6/2020,-0.041888490125034754
1P,ESPORTE & LAZER,-0.003987537789909425,-0.013752824386353312,-0.002545973460122818,6/2020,-0.020286335636385554
1P,PC GAMER,-0.008314102806624887,-0.04322159393625168,-0.006582586162313227,6/2020,-0.0581182829051898
1P,BELEZA & PERFUMARIA,-0.0005555689859285673,0.0,-0.00018620507465714114,6/2020,-0.0007417740605857085
1P,MÓVEIS,-0.0032851734961273113,-0.02133318745472711,-0.0001294414765688685,6/2020,-0.02474780242742329
1P,INSTRUMENTOS MUSICAIS,-0.009293512052724374,-0.0482599962,0.0,6/2020,-0.05755350825272437
1P,TELEFONIA,-0.0032099266003902094,-0.009646276765172553,-0.0031234265753751983,7/2020,-0.01597962994093796
1P,ELETRODOMÉSTICOS,-0.00337205795305323,-0.014224446692529178,-0.004519340039433688,7/2020,-0.0221158446850161
1P,ELETRÔNICOS,-0.005785774859221892,-0.016427283137116958,-0.00564620176245284,7/2020,-0.02785925975879169
1P,PCS,-0.0031219351284422006,-0.008387996665362774,-0.0024364886449533985,7/2020,-0.013946420438758373
1P,CLIMATIZAÇÃO,-0.0017958814902464114,-0.006918695865084995,-0.001156901821308357,7/2020,-0.009871479176639763
1P,ELETROPORTÁTEIS,-0.003230623504403407,-0.01608999474213433,-0.0031222590524707964,7/2020,-0.022442877299008533
1P,INFORMÁTICA E ACESSÓRIOS,-0.00566431197644518,-0.018688762832660022,-0.00350670532548799,7/2020,-0.02785978013459319
1P,UTILIDADES DOMÉSTICAS,-0.0052572751151382085,-0.015439944595598509,-0.0017336934037337501,7/2020,-0.022430913114470465
1P,AUTOMOTIVO,-0.003575645298424383,-0.007005790195611273,-0.00011396209267051843,7/2020,-0.010695397586706176
1P,CONSOLES & GAMES,-0.006206286929333044,-0.016372308710078127,-0.0030320913248187724,7/2020,-0.025610686964229943
1P,ESPORTE & LAZER,-0.002350113791622693,-0.011264458611487031,-0.002326854281752749,7/2020,-0.015941426684862474
1P,PC GAMER,-0.007463967571590412,-0.024902329139459545,-0.005954038102802691,7/2020,-0.03832033481385265
1P,BELEZA & PERFUMARIA,-0.00013275772299691372,-0.001088389189863257,-0.00011374490648530282,7/2020,-0.0013348918193454736
1P,MÓVEIS,-0.003108828777429103,-0.016902134122714997,-0.00017883753855935965,7/2020,-0.020189800438703456
1P,INSTRUMENTOS MUSICAIS,0.0,-0.014269045113932906,0.0,7/2020,-0.014269045113932906
1P,TELEFONIA,-0.005037061231428135,-0.012569730828021609,-0.003920317512277288,8/2020,-0.02152710957172703
1P,ELETRODOMÉSTICOS,-0.004665417093098044,-0.0187630271103678,-0.00676022150643808,8/2020,-0.030188665709903924
1P,ELETRÔNICOS,-0.008272206879465283,-0.02610693559032705,-0.007499922527100743,8/2020,-0.041879064996893076
1P,PCS,-0.004467568425490739,-0.01313840186881073,-0.003315948693749066,8/2020,-0.020921918988050535
1P,CLIMATIZAÇÃO,-0.002505737412443856,-0.010604971436334798,-0.0016703744192272723,8/2020,-0.014781083268005927
1P,ELETROPORTÁTEIS,-0.00493528515132509,-0.02272042767797604,-0.004971906185202804,8/2020,-0.032627619014503936
1P,INFORMÁTICA E ACESSÓRIOS,-0.007075364783772051,-0.028404171967955177,-0.00715304581552334,8/2020,-0.04263258256725057
1P,UTILIDADES DOMÉSTICAS,-0.008901910327895076,-0.01908323405603968,-0.0024190824646766404,8/2020,-0.030404226848611396
1P,AUTOMOTIVO,-0.017873044214982568,-0.0095480013571913,-0.0004847575755231636,8/2020,-0.02790580314769703
1P,CONSOLES & GAMES,-0.010221323175753663,-0.027188137975387175,-0.006263572686878069,8/2020,-0.04367303383801891
1P,ESPORTE & LAZER,-0.0036497068353945313,-0.01984249123713885,-0.0029657458658492366,8/2020,-0.02645794393838262
1P,PC GAMER,-0.011835245551774001,-0.031436996572398075,-0.008076559148115892,8/2020,-0.05134880127228797
1P,BELEZA & PERFUMARIA,-0.00018651175350611099,-0.001554361186656867,-6.571437463449219e-05,8/2020,-0.0018065873147974701
1P,MÓVEIS,-0.004224062703341709,-0.028892870879074585,0.0,8/2020,-0.0331169335824163
1P,INSTRUMENTOS MUSICAIS,0.0,-0.0510335592,0.0,8/2020,-0.0510335592
