Canal,Marca,Origem Tráfego,MDP,Parcelamento,Receita,Pedidos,Mês/Ano,Custo Parcelamento,Volume Venda
3P,ACOM,AFILIADOS,AME,A VISTA,606334.131466018,2343.4079598360004,10/2021,0.0,1420888229.9977143
1P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,631.3686131995202,4.405512024000001,4/2021,0.0,2781.502017026692
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,673423.3815626178,4761.083517720001,10/2021,0.0,3206224962.405047
1P,SHOP,COMPARADORES,BOLETO,A VISTA,246.38254307889,2.325131346,1/2021,0.0,572.8717740199226
1P,SHOP,COMPARADORES,CARTAO,A VISTA,125.6164257624,1.4277838800000002,3/2020,0.0,179.35310776677144
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,26521.879980802565,148.67322408900003,7/2021,0.0,3943093.405647424
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,4755.56696573049,72.422007255,6/2021,0.0,344407.70529377187
1P,SHOP,AFILIADOS,CARTAO,A PRAZO,9236.258753596563,170.34646492800002,4/2021,46.181293767982815,1573364.0278354702
1P,ACOM,AFILIADOS,CARTAO,A VISTA,658376.0906862498,11223.776133144002,4/2021,0.0,7389465853.276981
3P,SUBA,AFILIADOS,CARTAO,A VISTA,14447.593753781735,94.032637458,7/2021,0.0,1358545.345589823
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,2490.496266823111,37.015692597,6/2021,0.0,92187.44422670036
3P,ACOM,COMPARADORES,BOLETO,A VISTA,42429.36690168624,361.7569809,11/2020,0.0,15349119.671852402
1P,SHOP,BUSCA ORGANICA,PIX,A VISTA,634.5067080296,20.967197440000003,3/2022,0.0,13303.82742426106
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,1206.89249124372,16.652305469999998,5/2020,0.0,20097.542433639723
3P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,32550.97340766708,309.5311296720001,10/2020,0.0,10075539.570798423
1P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,1041.4683955884,7.424476176,8/2020,0.0,7732.357291103019
1P,SHOP,BUSCA PPC,AME,A VISTA,205.88477436240004,5.241799360000001,3/2022,0.0,1079.206678486573
3P,ACOM,BUSCA PPC,AME,A VISTA,476800.9511681601,3203.4632301570005,7/2021,0.0,1527414315.1710844
1P,ACOM,BUSCA PPC,CARTAO,A VISTA,381549.0609649728,5700.732559056001,4/2021,0.0,2175109154.7202635
3P,SOUB,TRAFEGO DIRETO,AME,A VISTA,122.19967548432,2.939965728,4/2022,0.0,359.2628578966226
1P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,182.3244487824,1.560996993,12/2021,0.0,284.6079162997089
3P,ACOM,COMPARADORES,CARTAO,A VISTA,20338.36700242844,93.14164678000002,2/2022,0.0,1894348.9954221973
1P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,225.92736370389,3.053691474,5/2021,0.0,689.9124642858659
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,899169.5404300253,4620.156141552,4/2022,4495.847702150127,4154303674.514271
1P,ACOM,TRAFEGO DIRETO,AME,A VISTA,2162092.432104765,65860.672038252,11/2020,0.0,142396860587.23856
3P,SUBA,AFILIADOS,CARTAO,A VISTA,27636.46712343577,245.24016933600004,4/2021,0.0,6777571.877200186
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,1178022.9671579,15058.504458816002,4/2022,5890.114835789499,17739264103.534893
1P,SHOP,AFILIADOS,CARTAO,A VISTA,8475.31429866324,204.913227876,11/2021,0.0,1736704.0102027014
1P,ACOM,COMPARADORES,CARTAO,A VISTA,15341.6066966916,175.01526490800003,10/2020,0.0,2685015.360135828
3P,ACOM,COMPARADORES,CARTAO,A VISTA,138232.45672374807,1157.957557704,4/2020,0.0,160067317.98325518
3P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,79760.16637882445,453.40061247,1/2021,398.8008318941223,36163308.2868681
3P,SHOP,AFILIADOS,CARTAO,A VISTA,37338.05586035069,282.59412444900005,6/2020,0.0,10551515.20448366
1P,SUBA,AFILIADOS,AME,A VISTA,3197.5963992156608,57.923019297,6/2020,0.0,185214.43793578644
3P,SHOP,BUSCA ORGANICA,PIX,A VISTA,10860.93481887021,100.38619404300002,7/2021,0.0,1090287.91021548
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,7321.275378852117,59.350558134,1/2022,0.0,434521.77998758544
1P,SHOP,BUSCA PPC,AME,A VISTA,80.04179193052,2.327472868,1/2022,0.0,186.29509902438667
3P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,70293.99580013748,480.734832396,11/2020,0.0,33792772.28942422
1P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,153314.84764300918,3265.3417335600006,3/2020,0.0,500625370.383111
1P,SHOP,AFILIADOS,CARTAO,A PRAZO,1735.81454848863,16.483144119,1/2020,8.67907274244315,28611.681366595
3P,SUBA,COMPARADORES,AME,A VISTA,6126.0003059927385,36.039535863,1/2021,0.0,220778.20772457423
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,519.5534167423201,13.290530460000005,9/2021,0.0,6905.140510810881
3P,SUBA,AFILIADOS,AME,A VISTA,69108.39594301257,539.1079140030001,7/2020,0.0,37256883.1769309
3P,SUBA,AFILIADOS,CARTAO,A PRAZO,20580.574099010944,126.847271306,1/2022,102.90287049505471,2610589.666370478
3P,SHOP,AFILIADOS,PIX,A VISTA,3736.058043946801,33.1551777,10/2021,0.0,123869.6683445706
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,3691.755042507,23.587134144,11/2021,18.458775212535,87077.92141440103
1P,SHOP,AFILIADOS,CARTAO,A PRAZO,178.75369972632,2.8990220520000003,9/2020,0.8937684986316,518.2109173831881
3P,ACOM,AFILIADOS,BOLETO,A VISTA,206995.04542854536,2336.853876396,8/2020,0.0,483717174.3044624
3P,SOUB,AFILIADOS,CARTAO,A VISTA,65.16371275011001,1.609377939,6/2021,0.0,104.87304172336007
1P,ACOM,TRAFEGO DIRETO,PIX,A VISTA,536.76819688083,18.601050768,1/2021,0.0,9984.45248082814
3P,ACOM,COMPARADORES,CARTAO,A VISTA,49687.1071900718,392.8174880460001,9/2020,0.0,19517964.634676352
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,28644.95044028706,160.782690279,12/2021,0.0,4605612.194697979
1P,SUBA,COMPARADORES,AME,A VISTA,14.575016116920002,1.3262071080000002,10/2021,0.0,19.32948997347387
3P,ACOM,BUSCA PPC,AME,A VISTA,787264.6963502755,5725.430430129,12/2020,0.0,4507429249.050135
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,3282.4799511309006,29.839131153000004,6/2020,16.412399755654505,97946.349768888
3P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,23930.49736572144,57.539690364,8/2020,0.0,1376953.4086801289
3P,SHOP,COMPARADORES,AME,A VISTA,15053.016702474277,98.293608504,6/2020,0.0,1479615.3305571796
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,727.5598946305201,4.422587652,11/2021,3.637799473152601,3217.6974060833595
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,507.72730636929,6.975394038,1/2021,2.5386365318464503,3541.5980257781453
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,1051.61527172286,16.519247121000003,7/2021,0.0,17371.892549807493
3P,B2B,BUSCA PPC,CARTAO,A PRAZO,1597.89510370532,5.731793648000001,2/2022,7.9894755185266,9158.805005588456
3P,ACOM,BUSCA ORGANICA,PIX,A VISTA,161122.11601227254,1448.61090138,7/2021,0.0,233403253.70879108
3P,SOUB,TRAFEGO DIRETO,CARTAO,A PRAZO,301.9800611296,1.3104498400000002,3/2022,1.509900305648,395.7297227904746
3P,ACOM,TRAFEGO DIRETO,AME,A VISTA,897889.3978249589,7622.013919104,6/2021,0.0,6843725488.037745
3P,SUBA,AFILIADOS,AME,A VISTA,132312.48048883167,542.2536427680001,9/2021,0.0,71746924.52873892
3P,ACOM,COMPARADORES,CARTAO,A PRAZO,115873.22428192831,712.749712896,8/2020,579.3661214096417,82588607.33927824
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,1483.1071531617602,11.254661628,11/2020,0.0,16691.869166901983
3P,SUBA,COMPARADORES,AME,A VISTA,13833.15406727073,78.313945818,12/2020,0.0,1083328.878116286
1P,ACOM,COMPARADORES,CARTAO,A VISTA,6861.515269954803,118.50606204000002,3/2020,0.0,813131.1542696714
3P,B2B,BUSCA ORGANICA,CARTAO,A PRAZO,4037.42553460512,8.819897184,4/2022,20.1871276730256,35609.67810327339
1P,SUBA,BUSCA PPC,PIX,A VISTA,451.9519291448,5.731793648000001,2/2022,0.0,2590.495196673511
3P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,82459.3511098884,519.7251975600001,3/2021,412.296755549442,42856202.54625616
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,622.9533894405299,5.107431249,12/2020,0.0,3181.6916078990293
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,132420.80112147715,1918.9415347200004,3/2020,662.1040056073858,254107775.33289933
1P,SUBA,BUSCA PPC,AME,A VISTA,1768.42381315968,19.219212576,4/2020,0.0,33987.7131895764
1P,ACOM,COMPARADORES,AME,A VISTA,48092.83974332039,1017.19515996,11/2021,0.0,48919803.81563743
1P,SHOP,COMPARADORES,PIX,A VISTA,335.8314985644001,2.8630136280000005,2/2021,0.0,961.49015710154
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,2044.29623323536,17.703157329,6/2021,10.2214811661768,36190.497844047655
3P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,1087402.6550250624,10538.479026036,6/2020,0.0,11459570072.83748
1P,ACOM,BUSCA PPC,CARTAO,A VISTA,108022.60491609144,1913.9023887870003,7/2020,0.0,206744721.59190172
3P,SHOP,BUSCA PPC,PIX,A VISTA,84942.16650310266,398.054233215,12/2021,0.0,33811588.95501339
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,55125.88484935958,679.612711368,1/2020,275.6294242467979,37464252.06903341
3P,SUBA,COMPARADORES,PIX,A VISTA,7507.990787027638,44.248644024,8/2021,0.0,332218.4116706575
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,13681.46874440376,168.16811004000002,4/2020,0.0,2300786.741317712
3P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,27973.284654139024,187.31963916,12/2021,0.0,5239945.587533288
3P,SHOP,AFILIADOS,CARTAO,A VISTA,59757.15539418241,107.308749072,4/2022,0.0,6412465.593450832
3P,SUBA,COMPARADORES,BOLETO,A VISTA,6482.14067425956,44.177495574,1/2021,0.0,286364.7409471471
3P,SUBA,AFILIADOS,PIX,A VISTA,8400.7228897896,54.98352216000001,3/2021,0.0,461901.3331707658
3P,SUBA,COMPARADORES,CARTAO,A VISTA,8715.16090494,35.279588736,4/2022,0.0,307467.2924943488
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,253.32214695312,5.879931456,4/2022,0.0,1489.516860371105
1P,SUBA,AFILIADOS,CARTAO,A PRAZO,4195.7569875749095,48.390906783,12/2021,20.978784937874547,203036.48526985836
3P,SOUB,TRAFEGO DIRETO,PIX,A VISTA,67.92936683912998,3.053691474,5/2021,0.0,207.43532835086955
1P,ACOM,BUSCA PPC,BOLETO,A VISTA,938.87725140978,10.926978951,12/2021,0.0,10259.091963727404
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,12174.785961737874,126.216094992,8/2020,60.873929808689375,1536653.9414539756
3P,SUBA,AFILIADOS,CARTAO,A VISTA,91593.8624823168,891.44928099,9/2020,0.0,81651282.85295825
1P,ACOM,COMPARADORES,PIX,A VISTA,14526.98739962596,510.12963467200007,2/2022,0.0,7410646.775055939
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,1367.24963021916,9.367503804,2/2020,6.8362481510958,12807.716112095575
3P,SHOP,COMPARADORES,PIX,A VISTA,2743.29671314518,24.335615838,2/2021,0.0,66759.81494074919
1P,SUBA,AFILIADOS,CARTAO,A VISTA,144.9511026,1.449511026,9/2020,0.0,210.1082214495573
1P,SHOP,AFILIADOS,CARTAO,A VISTA,347.04577590228,8.597690472000002,2/2022,0.0,2983.7921608228808
1P,ACOM,COMPARADORES,BOLETO,A VISTA,144.52327957587,1.702477083,12/2020,0.0,246.04757143792065
1P,SUBA,COMPARADORES,AME,A VISTA,256.56345160200004,1.449511026,9/2020,0.0,371.8915519657165
1P,SUBA,COMPARADORES,CARTAO,A VISTA,1193.6529921492,11.78218332,3/2021,0.0,14063.8383739684
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,75666.73914750121,412.3764162000001,3/2021,378.3336957375061,31203178.7151868
1P,SUBA,AFILIADOS,BOLETO,A VISTA,607.6124724255301,8.776215045,6/2020,0.0,5332.537722030585
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,531812.6947937334,3702.7386966080007,2/2022,0.0,1969163444.360137
3P,SHOP,BUSCA PPC,AME,A VISTA,76066.5522857854,534.934750032,4/2020,0.0,40690642.13279267
3P,SUBA,BUSCA PPC,AME,A VISTA,33855.82385778801,183.469085046,6/2021,0.0,6211497.026666905
3P,SOUB,BUSCA PPC,AME,A VISTA,80.53056123280001,1.163736434,1/2022,0.0,93.71634815707732
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,2605133.7627435364,15754.918470396,11/2020,13025.668813717682,41043670036.50037
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,36716.51028133526,269.031729528,10/2020,0.0,9877906.26322022
1P,SUBA,BUSCA PPC,CARTAO,A VISTA,1911.7759580808004,23.588097120000004,3/2022,0.0,45095.156970890974
1P,SHOP,BUSCA ORGANICA,PIX,A VISTA,397.82650125624,5.896783536,11/2021,0.0,2345.89676279228
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,11915.44733281608,142.542493272,4/2020,0.0,1698457.5712708065
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,1307.0782234899202,10.030638884000002,2/2022,6.535391117449601,13110.82965296764
1P,SHOP,BUSCA PPC,AME,A VISTA,239.98116961968,3.404954166,12/2020,0.0,817.124883258082
1P,ACOM,AFILIADOS,CARTAO,A VISTA,275047.2121271085,8380.030928373,6/2021,0.0,2304904144.3879385
1P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,8268.046341686038,117.429093756,8/2021,0.0,970909.1890368024
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,165873.34707762237,4292.6421229200005,3/2021,0.0,712034916.7351309
3P,SHOP,AFILIADOS,BOLETO,A VISTA,1597.72604272164,19.312535268,6/2021,0.0,30856.14054866375
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,132903.2452905267,894.3483030420001,9/2020,0.0,118861791.89435726
3P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,67007.86600290745,260.386251372,8/2021,0.0,17447927.040934354
3P,SHOP,AFILIADOS,BOLETO,A VISTA,6609.101160060148,71.504037486,12/2020,0.0,472577.4170977069
1P,ACOM,BUSCA PPC,AME,A VISTA,361156.4114804351,7729.033156320002,3/2022,0.0,2791389878.949832
3P,ACOM,AFILIADOS,BOLETO,A VISTA,52990.58042262455,459.213440835,1/2021,0.0,24333986.76771721
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,774356.6763076899,9885.986057484002,2/2021,3871.783381538449,7655279305.497475
3P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,104075.93956868524,399.2851014000001,3/2021,0.0,41555972.08398277
3P,SUBA,BUSCA ORGANICA,AME,A VISTA,34732.868396120415,210.77016828000004,3/2021,0.0,7320652.516697395
3P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,51284.82243992464,222.10700386000005,2/2022,0.0,11390718.25562376
3P,ACOM,BUSCA PPC,AME,A VISTA,1147159.6517126742,6416.764936764001,11/2020,0.0,7361053829.98029
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,45.13464144216001,2.6581060920000006,9/2021,0.0,119.97266537764122
3P,SOUB,AFILIADOS,AME,A VISTA,162.40370681472,1.469982864,4/2022,0.0,238.7306660677185
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,22917.75128393742,94.47944972400002,2/2021,114.58875641968712,2165256.5302179023
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,137.37975091704,1.4464071480000005,10/2020,0.0,198.70705371686623
1P,SUBA,COMPARADORES,CARTAO,A PRAZO,497.40581495748,5.105612772,8/2021,2.4870290747874,2539.561481713978
1P,SHOP,COMPARADORES,PIX,A VISTA,62.252560080840006,1.560996993,12/2021,0.0,97.17605909274307
3P,ACOM,BUSCA PPC,BOLETO,A VISTA,299879.56729006075,2200.2452813600003,3/2022,0.0,659808602.9062349
3P,ACOM,BUSCA PPC,AME,A VISTA,778192.060692446,6801.566659875,6/2020,0.0,5292925174.985164
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,24923.822627047924,227.08592223600004,10/2020,0.0,5659849.246909663
1P,SHOP,AFILIADOS,CARTAO,A VISTA,4667.219523153602,207.05107472000003,3/2022,0.0,966352.8182231192
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,24421.210777902703,199.065663591,1/2020,0.0,4861424.529198882
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,26248.679274271624,256.38808249500005,7/2020,0.0,6729848.547156751
1P,SHOP,COMPARADORES,CARTAO,A PRAZO,1975.8952129176,20.820813624,4/2020,9.879476064588,41139.74596871115
3P,SUBA,COMPARADORES,CARTAO,A VISTA,25264.877205636003,124.82284068000004,4/2021,0.0,3153633.742238867
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,460.55039135895,4.650262692,1/2021,0.0,2141.680302722524
1P,ACOM,AFILIADOS,CARTAO,A VISTA,956479.1315526963,22985.680721925,12/2021,0.0,21985323935.054382
3P,ACOM,AFILIADOS,CARTAO,A VISTA,215285.64105879705,1750.7328335220002,2/2021,0.0,376907640.387468
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,102564.72986679611,1126.2974518320002,2/2022,512.8236493339807,115518393.89680992
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,98285.50475143202,2129.3308116000003,4/2021,0.0,209282353.6008824
1P,ACOM,BUSCA PPC,AME,A VISTA,64502.108080506136,1413.679858368,1/2021,0.0,91185331.01568732
3P,SHOP,AFILIADOS,AME,A VISTA,50522.67622195344,345.09844188000005,4/2021,0.0,17435296.843803857
1P,SHOP,BUSCA PPC,PIX,A VISTA,2656.04187624984,30.633676632,8/2021,0.0,81364.32795808816
1P,SUBA,AFILIADOS,CARTAO,A PRAZO,4406.22953535408,39.689537328,4/2022,22.0311476767704,174881.21161917187
1P,SUBA,COMPARADORES,CARTAO,A PRAZO,2766.516436693381,15.248535804000005,7/2021,13.832582183466904,42185.32493727353
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,1089.97507237788,12.788222403,1/2021,0.0,13938.843639294351
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,4014.06067458144,40.0400262,4/2020,0.0,160723.09457863055
3P,SHOP,AFILIADOS,AME,A VISTA,363795.67698534223,1477.144275768,11/2021,0.0,537378701.8080426
1P,SUBA,BUSCA PPC,PIX,A VISTA,1876.0530954424005,20.967197440000003,3/2022,0.0,39335.57566006398
1P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,537.7319648856001,5.711135520000001,3/2020,2.6886598244280004,3071.060124897544
1P,ACOM,AFILIADOS,AME,A VISTA,334965.7642247996,6655.260164256001,4/2021,0.0,2229284307.034877
1P,ACOM,BUSCA PPC,PIX,A VISTA,129.54469294239,3.487697019,1/2021,0.0,451.812639402444
1P,SUBA,COMPARADORES,CARTAO,A VISTA,401.16501420528,3.403741848,8/2021,0.0,1365.462146804026
1P,ACOM,BUSCA PPC,CARTAO,A VISTA,522915.2146470738,8184.18135528,4/2020,0.0,4279632950.106821
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,113057.90350237532,613.791986274,5/2021,565.2895175118766,69394035.15469718
3P,SHOP,AFILIADOS,BOLETO,A VISTA,13961.592244042327,149.675204916,7/2020,0.0,2089704.180080672
3P,SHOP,COMPARADORES,CARTAO,A VISTA,10370.627498998923,26.58106092000001,9/2021,0.0,275662.28132951766
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,16307.361575450395,128.62470432,11/2020,81.53680787725199,2097529.560881637
3P,SUBA,AFILIADOS,CARTAO,A PRAZO,70036.73571415714,460.317522912,8/2020,350.18367857078573,32239136.69678321
1P,SHOP,BUSCA ORGANICA,CARTAO,A VISTA,1095.7216615359305,13.977824487,7/2021,0.0,15315.805071553254
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,3050.927043664321,24.143515023000003,7/2021,0.0,73660.10291278652
3P,SOUB,BUSCA PPC,BOLETO,A VISTA,252.77519082914,3.491209302,1/2022,0.0,882.4910975375186
1P,SHOP,AFILIADOS,AME,A VISTA,1440.8594471760905,8.315289162000001,7/2020,0.0,11981.162945068656
1P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,1618.3316332731602,11.136714264,8/2020,8.0916581663658,18022.89698415562
3P,SHOP,BUSCA PPC,CARTAO,A PRAZO,86697.37808886313,534.5354589120001,4/2021,433.4868904443156,46342822.783197634
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,50300.15788954416,419.482903944,8/2020,0.0,21100056.30034769
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,11798.1371635008,70.76429136000002,3/2022,0.0,834886.8157432148
3P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,16446.923329444162,114.63587296,2/2022,0.0,1885407.4133770212
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,108826.22000536504,1412.332306725,5/2021,544.1311000268252,153698786.33233953
3P,SOUB,BUSCA ORGANICA,PIX,A VISTA,394.75917773922,5.082845268000001,7/2021,0.0,2006.4998185713655
3P,SUBA,BUSCA PPC,AME,A VISTA,70278.61150642743,422.214316584,12/2020,0.0,29672635.9276587
3P,ACOM,COMPARADORES,PIX,A VISTA,13390.08238154799,92.76192614100002,7/2021,0.0,1242089.8328990603
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,20543.31093155562,178.93835175000004,2/2021,0.0,3675986.1975803208
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,479023.2129928796,18611.453041104003,4/2022,0.0,8915318034.21574
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,121557.89002019347,577.795139481,1/2021,607.7894501009674,70235558.01923375
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,37598.71782742853,202.045726092,2/2022,187.99358913714264,7596660.243571023
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,1851647.8145005049,16418.538450369004,7/2020,0.0,30401350838.91827
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,2161412.1051289164,17039.172823920002,3/2020,0.0,36828674403.00436
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,17100.737326772367,137.23682223600002,7/2021,0.0,2346850.8486187896
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,5703.34241454768,36.7495716,4/2022,0.0,209595.39042273688
1P,SHOP,COMPARADORES,CARTAO,A VISTA,1092.6413463119402,7.634228685,5/2021,0.0,8341.473908431633
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,1241164.5012176945,11275.276033737,5/2020,0.0,13994472354.505005
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,92464.36850169567,591.5805235320001,10/2020,462.3218425084784,54700119.52628891
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,54088.64501684868,277.148826192,11/2021,0.0,14990604.47673538
3P,ACOM,BUSCA ORGANICA,PIX,A VISTA,89055.14632456428,798.682617351,1/2021,0.0,71126797.35507928
1P,SUBA,AFILIADOS,PIX,A VISTA,2521.7342926191004,80.46889695,6/2021,0.0,202921.17692804756
1P,SUBA,BUSCA PPC,CARTAO,A VISTA,187.25640104196,4.683751902,2/2020,0.0,877.062524541955
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,126213.8476475768,676.392661491,5/2021,631.0692382378841,85370120.32736407
3P,ACOM,AFILIADOS,PIX,A VISTA,41646.75410287616,329.57813476000007,2/2022,0.0,13725859.536034305
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,455.32351716684,4.654945736,1/2022,0.0,2119.5062647363047
3P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,44626.86208358468,106.956041916,1/2021,0.0,4773112.531591434
1P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,431.30338378776,1.526845737,5/2021,2.1565169189388,658.5337328900163
1P,SUBA,BUSCA PPC,BOLETO,A VISTA,405.01001745048006,2.7717630540000004,7/2020,0.0,1122.591802869136
1P,SUBA,BUSCA PPC,AME,A VISTA,411.24902950194,6.245002536,2/2020,0.0,2568.251232167154
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,300.41601998604006,2.8630136280000005,2/2021,0.0,860.0951592895532
1P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,44567.98726418304,1205.8053890129995,1/2020,0.0,53740319.22061464
3P,ACOM,AFILIADOS,CARTAO,A VISTA,388404.6406293582,3975.806992248,8/2020,0.0,1544221886.0357738
3P,SOUB,AFILIADOS,AME,A VISTA,9182.52660460485,70.234903902,5/2021,0.0,644933.87365198
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,2551.9710898701,25.35868326,1/2020,0.0,64714.62655669285
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,653.8889189388601,10.146577182,9/2020,3.2694445946943005,6634.734384467687
1P,SHOP,AFILIADOS,CARTAO,A PRAZO,442.32214423926,6.6452652300000015,9/2021,2.2116107211963003,2939.3479655722
3P,ACOM,BUSCA PPC,CARTAO,A PRAZO,2468269.3050326016,13771.630587024005,4/2021,12341.346525163008,33992093058.19945
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,13988.12629875054,70.14383388600001,2/2021,0.0,981180.807475946
3P,ACOM,TRAFEGO DIRETO,AME,A VISTA,964540.9317519132,5316.495000880001,3/2022,0.0,5127977041.8031845
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,228569.8307483837,2409.242519112,8/2020,1142.8491537419186,550680154.8252394
1P,SUBA,BUSCA PPC,AME,A VISTA,2640.08981382474,29.974149846,5/2020,0.0,79134.447686481
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,122479.01416286056,1465.6279125150002,6/2020,612.3950708143028,179508661.85440847
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,25855.41406489309,199.961295756,1/2021,0.0,5170082.098723929
1P,SUBA,AFILIADOS,PIX,A VISTA,1441.2770899102802,53.071051824,11/2021,0.0,76490.09113137239
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,483.0443295687001,9.303371322000002,9/2021,0.0,4493.940762964162
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1866810.6234365047,32430.442512672005,4/2021,9334.053117182524,60541494605.40296
3P,SHOP,COMPARADORES,AME,A VISTA,14708.608843614207,61.07382948,5/2021,0.0,898311.0684029141
3P,SUBA,AFILIADOS,PIX,A VISTA,7830.654453378261,75.64286821,1/2022,0.0,592333.1628149414
3P,B2B,BUSCA PPC,BOLETO,A VISTA,30588.45464278803,111.3882364,3/2022,0.0,3407194.016861551
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,59724.24515424291,284.63933500800005,7/2021,298.62122577121454,16999869.424558472
