Departamento,Canal,Marca,Origem Tráfego,Visita,Mês/Ano
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,546636.633557742,6/2020
UTILIDADES DOMÉSTICAS,3P,B2B,COMPARADORES,1.418643492,11/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,240739.796373552,4/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,55169.045842848005,2/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,37445.39691718,2/2022
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,1070735.750916468,8/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,225672.24715854,8/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,138520.830946428,9/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,28964.657584687997,1/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,143061.691435299,6/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,3096121.326402384,11/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,COMPARADORES,13625.959823553,7/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,TRAFEGO DIRETO,3718.7466026759994,1/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,4488.997443441,7/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,348516.160224624,4/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,2866.147341372,12/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,COMPARADORES,9.292388742,6/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,3074.7113501159997,10/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,265308.77797067695,5/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,AFILIADOS,7969.031260995001,12/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,TRAFEGO DIRETO,435011.0670825149,5/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,2297.2165272,10/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,13.512798936,6/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,TRAFEGO DIRETO,746.84797656,7/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,3236926.582772589,5/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,TRAFEGO DIRETO,133700.554345848,10/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,1078328.111492268,6/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA PPC,257947.507989171,6/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,22639.118172047998,5/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,440703.969255396,9/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,COMPARADORES,221789.843210502,7/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,2140.39890876,3/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,142800.778968988,1/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,26883.95145996,9/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,23550.68699256,8/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,1117700.973468072,11/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,6173.93373849,12/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,256377.689039304,11/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,4372.495316112,4/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,48994.560919437,7/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,6218751.403319112,1/2022
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,3443.980541022,9/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,5168933.788404204,8/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,360671.0739177,8/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,78108.195372648,9/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,333194.726513376,8/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA PPC,908.94515166,8/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,6588.8335926,4/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,104939.66175613199,10/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,863858.1640104359,5/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,15000.963124392,4/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,153060.89162893197,5/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,35660.276392103995,6/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,COMPARADORES,131338.24453965598,4/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,211372.34363679,1/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,450.3782283,8/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,1628090.954545608,10/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,17872.678702283996,5/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,261788.27310253802,6/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,3317769.7802988477,4/2020
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA PPC,444.64340306400004,12/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,336.925090656,10/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,132005.25894074398,4/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,10377.37714398,11/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,3579.146521832,1/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,13015.674891323999,10/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,174179.632042962,6/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,8340.329700044998,1/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,34070.61042054599,1/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,253481.28974063703,12/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,739607.4401493961,11/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,4727.040617879999,4/2021
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA ORGANICA,393.00085146000004,2/2022
UTILIDADES DOMÉSTICAS,1P,SOUB,COMPARADORES,18.021545619,12/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,3625.88022783,9/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,TRAFEGO DIRETO,325722.640152546,6/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,322282.761402896,2/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,5621.895188910001,6/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,82124.18338578299,12/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,30333.454316802003,6/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA PPC,7864.939306265999,1/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,5169.458033628,9/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA ORGANICA,820363.676373248,1/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,44135.714509362,1/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,COMPARADORES,14.068671078000001,9/2021
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA PPC,592.992979656,11/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,114911.541495492,11/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,COMPARADORES,110786.38488254399,4/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,AFILIADOS,93020.774197638,9/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,109410.042033516,11/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,73758.497222571,1/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,140279.240765524,2/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,129216.19956378,11/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,529483.147806144,11/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,30462.579630861,12/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,COMPARADORES,60309.310751234996,5/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,6853.5023128739995,1/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,95792.596060812,9/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,306885.065491746,12/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,90446.575566816,4/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,804.901273008,4/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,5553941.096381769,6/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,AFILIADOS,17617.039803636,8/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,3803.33390556,3/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,13144.74527016,3/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA PPC,156780.75561875998,8/2021
UTILIDADES DOMÉSTICAS,1P,B2B,TRAFEGO DIRETO,801.914251446,9/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,6018.753859062,7/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,16061.020297160998,5/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,742.482523146,1/2022
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,80.62715136,3/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,60427.547741924995,6/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,37077.794090568,4/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,96200.040999552,11/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,1059.7266885239999,11/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA PPC,10241.13257832,3/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,99136.066945734,7/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,15355.037019147,7/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,10057.422370695,5/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,118480.591084128,8/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,2193598.019169795,5/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,267407.830770612,11/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,10252.64204328,8/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,797.596700355,6/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA PPC,0.0,7/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,67515.514864896,4/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,14039.275305950998,1/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,617870.329869744,12/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,296.80048486199996,5/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,13686.0822833,2/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,12263.774549733,5/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,775.055879388,9/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,77.19419843099999,1/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,188209.598470089,5/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,389885.52114500094,1/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,109651.54007043599,8/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,93345.68600706299,1/2021
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA PPC,652.8918717859999,1/2022
UTILIDADES DOMÉSTICAS,3P,B2B,BUSCA PPC,3095.121239616,4/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,227.29790853000003,2/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA ORGANICA,1118099.54108328,3/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,66145.7590962,3/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,TRAFEGO DIRETO,11311.055499072,4/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,TRAFEGO DIRETO,568368.705949296,11/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,3714849.008400348,8/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,2014.219482072,9/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,332855.675468064,4/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA ORGANICA,1648761.718880388,12/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,151498.648825083,1/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,COMPARADORES,7335.632090640001,3/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,15010.666788851999,11/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,90021.441428352,11/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,407671.034064,3/2021
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA ORGANICA,66.676244124,11/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,110218.98788180701,12/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,TRAFEGO DIRETO,77637.93258765599,4/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,2232363.85643138,1/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,5572.431636576,11/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,AFILIADOS,151710.52344739198,8/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,5727.813815304,11/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,10874.58703968,8/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,5273.529715678,1/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,772691.583863178,7/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,303262.000641348,11/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,TRAFEGO DIRETO,5330.21058444,3/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA PPC,189923.320962648,4/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,338507.19857677806,2/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,COMPARADORES,3698.231141073,7/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,1268223.098754192,4/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,69698.300052528,4/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,1389938.659582872,9/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,AFILIADOS,313087.61011409695,5/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,TRAFEGO DIRETO,446037.0285863099,1/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,266501.109715659,6/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,46594.977889194,1/2022
UTILIDADES DOMÉSTICAS,1P,SOUB,TRAFEGO DIRETO,4258.198699328,2/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA ORGANICA,1759437.3248317319,8/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,480551.75869054196,9/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,AFILIADOS,5558.682796968,7/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,3706.4402811869995,1/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,5952.591488256,4/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,204769.18163570398,4/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,125800.35249544,3/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,28466.186730008998,7/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,TRAFEGO DIRETO,6475.164327044,1/2022
UTILIDADES DOMÉSTICAS,1P,SOUB,COMPARADORES,5.593782494999999,1/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,2559870.15622674,11/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,327.71760142799997,7/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,70038.27956475,12/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,252979.904110206,12/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,TRAFEGO DIRETO,65715.93887441099,7/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,52847.31831876,3/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,15386.002062858002,2/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,11096.982892799999,4/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,3295.7005404960005,6/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,387309.860229474,6/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,156458.17545976798,8/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,16678.605189288,5/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,289399.829829642,2/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,298443.72317155194,4/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,5256.558757072,2/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,80287.560150735,1/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,419912.63336704497,7/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,16881.118482507998,1/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,COMPARADORES,0.0,10/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,COMPARADORES,86390.27278240799,7/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,20726.365006641,7/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,107360.226992592,4/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,TRAFEGO DIRETO,119717.99602329,9/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,61673.27323888499,7/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,AFILIADOS,42174.79912772,1/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,137190.638665668,7/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,421636.226327904,10/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,1370914.020323148,11/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,10993.990126560002,3/2022
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,24103.608770954997,1/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,3594599.5247583403,2/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,COMPARADORES,22957.741483600003,3/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,301904.86547789397,5/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,AFILIADOS,30070.884768245996,5/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,364587.121513524,11/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,COMPARADORES,88029.73169423999,3/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA PPC,297922.394383824,4/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA PPC,137665.22471494798,1/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,20019.444602976,9/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,596980.623977556,8/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,551123.1356331119,11/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,TRAFEGO DIRETO,1125.1107655199999,4/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,936.206111736,9/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,TRAFEGO DIRETO,476245.76414769905,6/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA ORGANICA,67.304133162,5/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,57816.815516459996,11/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,184694.39166341096,1/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,42569.576440076,2/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,4.623742871999999,4/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,726.175668876,10/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,3680545.8965526717,4/2021
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,355635.542923017,12/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA PPC,3532294.197144384,11/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,34963.184428955996,10/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA PPC,77314.22306489701,6/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,283251.913096698,6/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,26761.296310476002,10/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,108735.75137202401,2/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,AFILIADOS,262905.219208968,10/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,TRAFEGO DIRETO,407236.86890418,9/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,72425.800795026,12/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA PPC,27452.575540403996,5/2021
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,17958.199146888,8/2020
UTILIDADES DOMÉSTICAS,1P,ACOM,COMPARADORES,19697.087097323998,8/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,83476.62553230001,6/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,114922.47196247999,8/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,3535.628712784,2/2022
UTILIDADES DOMÉSTICAS,3P,SUBA,COMPARADORES,46426.500585808004,2/2022
UTILIDADES DOMÉSTICAS,3P,SOUB,AFILIADOS,16557.546888708002,9/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,AFILIADOS,184400.55879344398,10/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,184326.47688079797,7/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,46489.99889133601,2/2021
UTILIDADES DOMÉSTICAS,3P,SOUB,BUSCA PPC,82.65378492,2/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,423960.256808193,7/2020
UTILIDADES DOMÉSTICAS,3P,ACOM,TRAFEGO DIRETO,3659659.0112339878,11/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,17446.948719983997,4/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA ORGANICA,179075.680057344,4/2022
UTILIDADES DOMÉSTICAS,3P,ACOM,BUSCA ORGANICA,713432.78185704,3/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,TRAFEGO DIRETO,173908.033206453,6/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,TRAFEGO DIRETO,27849.423945280003,3/2022
UTILIDADES DOMÉSTICAS,1P,SHOP,BUSCA ORGANICA,38835.758596089,7/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,101.34599202,6/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,117948.32864392202,2/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,7080.674241480001,2/2021
UTILIDADES DOMÉSTICAS,3P,SUBA,AFILIADOS,37991.80676109,9/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,TRAFEGO DIRETO,954163.739314968,8/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,310584.6056334,3/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,AFILIADOS,6708.178993152,8/2021
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA ORGANICA,764.606392431,12/2021
UTILIDADES DOMÉSTICAS,3P,SHOP,AFILIADOS,45294.72602067,9/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,92826.55560458699,5/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,8649.705684438,9/2020
UTILIDADES DOMÉSTICAS,3P,SUBA,BUSCA ORGANICA,179225.491335324,11/2020
UTILIDADES DOMÉSTICAS,1P,SHOP,AFILIADOS,155006.356040928,4/2020
UTILIDADES DOMÉSTICAS,1P,SUBA,BUSCA ORGANICA,17359.82469144,11/2020
UTILIDADES DOMÉSTICAS,3P,SOUB,COMPARADORES,6.97444419,9/2020
UTILIDADES DOMÉSTICAS,1P,SOUB,BUSCA PPC,165.30756984,2/2021
UTILIDADES DOMÉSTICAS,1P,SHOP,COMPARADORES,16196.314159536001,11/2020
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,183528.372152706,9/2021
UTILIDADES DOMÉSTICAS,1P,B2B,BUSCA ORGANICA,479.20580960000007,3/2022
UTILIDADES DOMÉSTICAS,3P,SHOP,BUSCA ORGANICA,193566.01704468,10/2021
UTILIDADES DOMÉSTICAS,1P,ACOM,BUSCA PPC,895059.6594995371,12/2021
